Opportunity Line Name,Opportunity Line ID,Opportunity Line Parent,Line Number,Product Line Name,Product ID,Amount,Total Amount,Quantity,Owner ID,Account,Service Date,Planning Measure
SlimLite Tablet 10 - Safeway -  Opp E225,Safeway Opp E225 - HP 2.5,OppE225,10,SlimLite Tablet 10,Networking,7596.101464,7596.101464,10,"Denning, Daniel",12158,11/22/2025,Expansions
CloudLite Server Pro 9100 - Safeway -  Opp E225,Safeway Opp E225 - SP 5.6,OppE225,9100,CloudLite Server Pro 9100,Storage,52353.2483,52353.2483,9100,"Denning, Daniel",12158,11/22/2025,Expansions
FastOffice Scanner D2200 - Safeway -  Opp E226,Safeway Opp E226 - SOLAR M,OppE226,2200,FastOffice Scanner D2200,Servers,114572.218,114572.218,2200,"Denning, Daniel",12158,6/18/2025,Expansions
CloudLite Server Pro 9100 - Safeway -  Opp E226,Safeway Opp E226 - SP 5.6,OppE226,9100,CloudLite Server Pro 9100,Storage,945.7232036,945.7232036,9100,"Denning, Daniel",12158,6/18/2025,Expansions
CloudLite Server Pro 8200 - Safeway -  Opp E226,Safeway Opp E226 - SP Att,OppE226,8200,CloudLite Server Pro 8200,Storage,1482.05882,1482.05882,8200,"Denning, Daniel",12158,6/18/2025,Expansions
CloudLite Server Pro 9440 - Safeway -  Opp E227,Safeway Opp E227 - SP 5.5,OppE227,9440,CloudLite Server Pro 9440,Storage,2351.172616,2351.172616,9440,"Denning, Daniel",12158,11/22/2025,Expansions
LockDown Individual - Safeway -  Opp E227,Safeway Opp E227 - UPG,OppE227,0,LockDown Individual,Services,138293.4605,138293.4605,864,"Denning, Daniel",12158,11/22/2025,Expansions
CloudLite Server Pro 9100 - Safeway -  Opp E227,Safeway Opp E227 - SP 5.6,OppE227,9100,CloudLite Server Pro 9100,Storage,14355.36687,14355.36687,9100,"Denning, Daniel",12158,11/22/2025,Expansions
FastOffice Scanner D2200 - Chevron -  Opp E228,Chevron Opp E228 - SOLAR M,OppE228,2200,FastOffice Scanner D2200,Servers,24045.82316,24045.82316,2200,"Denning, Daniel",2925,10/23/2025,New Business
CloudLite Server Pro 9440 - Chevron -  Opp E228,Chevron Opp E228 - SP 5.5,OppE228,9440,CloudLite Server Pro 9440,Storage,45504.0374,45504.0374,9440,"Denning, Daniel",2925,10/23/2025,New Business
SlimLite Tablet 10x - Chevron -  Opp E228,Chevron Opp E228 - HP 3.5,OppE228,10,SlimLite Tablet 10x,Networking,7450.139432,7450.139432,10,"Denning, Daniel",2925,10/23/2025,New Business
LockDown Individual - Chevron -  Opp E229,Chevron Opp E229 - UPG,OppE229,0,LockDown Individual,Services,117000,117000,731,"Denning, Daniel",2925,10/28/2025,New Business
CloudLite Server Pro 9440 - Chevron -  Opp E230,Chevron Opp E230 - SP 5.5,OppE230,9440,CloudLite Server Pro 9440,Storage,156000,156000,9440,"Denning, Daniel",2925,10/23/2025,New Business
LockDown Individual - Clorox -  Opp A006,Clorox Opp A006 - UPG,Opp172,0,LockDown Individual,Services,17200,17200,108,"Redshanks, Roger",3327,10/25/2002,Expansions
FastOffice Scanner D2400 - Clorox -  Opp B013,Clorox Opp B013 - SOLAR H,Opp310,2400,FastOffice Scanner D2400,Servers,3123.879548,3123.879548,2400,"Redshanks, Roger",3327,1/17/2025,Expansions
CloudLite Server Pro 8200 - Clorox -  Opp B013,Clorox Opp B013 - SP Att,Opp310,8200,CloudLite Server Pro 8200,Storage,21300.74934,21300.74934,8200,"Redshanks, Roger",3327,1/17/2025,Expansions
FastOffice Scanner D2200 - Clorox -  Opp B013,Clorox Opp B013 - SOLAR M,Opp310,2200,FastOffice Scanner D2200,Servers,375.3711083,375.3711083,2200,"Redshanks, Roger",3327,1/17/2025,Expansions
FastOffice Scanner D2400 - Clorox -  Opp C026,Clorox Opp C026 - SOLAR H,Opp448,2400,FastOffice Scanner D2400,Servers,35840,35840,2400,"Redshanks, Roger",3327,1/23/2025,Expansions
SlimLite Tablet 10x - Clorox -  Opp D045,Clorox Opp D045 - HP 3.5,Opp586,10,SlimLite Tablet 10x,Networking,19599.90656,19599.90656,10,"Redshanks, Roger",3327,7/29/2025,Expansions
CloudLite Server Pro 8200 - Clorox -  Opp D045,Clorox Opp D045 - SP Att,Opp586,8200,CloudLite Server Pro 8200,Storage,8647.461289,8647.461289,8200,"Redshanks, Roger",3327,7/29/2025,Expansions
LockDown Individual - Clorox -  Opp D045,Clorox Opp D045 - UPG,Opp586,0,LockDown Individual,Services,18632.63215,18632.63215,116,"Redshanks, Roger",3327,7/29/2025,Expansions
SlimLite Tablet 11 - Clorox -  Opp E057,Clorox Opp E057 - HP 4.5,Opp724,11,SlimLite Tablet 11,Networking,57920,57920,11,"Redshanks, Roger",3327,4/25/2002,New Business
FastOffice Scanner D2200 - Charles Schwab -  Opp A007,Charles Schwab Opp A007 - SOLAR M,Opp173,2200,FastOffice Scanner D2200,Servers,17300,17300,2200,"Redshanks, Roger",2858,10/25/2002,New Business
FastSnap Intro Package - Charles Schwab -  Opp B014,Charles Schwab Opp B014 - INST,Opp311,0,FastSnap Intro Package,Cloud,31100,31100,120,"Redshanks, Roger",2858,8/16/2025,New Business
FastOffice Scanner D2400 - Charles Schwab -  Opp C027,Charles Schwab Opp C027 - SOLAR H,Opp449,2400,FastOffice Scanner D2400,Servers,30284.23102,30284.23102,2400,"Redshanks, Roger",2858,2/25/2002,Expansions
CloudLite Server Pro 9100 - Charles Schwab -  Opp C027,Charles Schwab Opp C027 - SP 5.6,Opp449,9100,CloudLite Server Pro 9100,Storage,4272.47787,4272.47787,9100,"Redshanks, Roger",2858,2/25/2002,Expansions
LockDown Intro Package - Charles Schwab -  Opp C027,Charles Schwab Opp C027 - ADD,Opp449,0,LockDown Intro Package,Services,1363.291107,1363.291107,9,"Redshanks, Roger",2858,2/25/2002,Expansions
SlimLite Tablet 10 - Charles Schwab -  Opp D046,Charles Schwab Opp D046 - HP 2.5,Opp587,10,SlimLite Tablet 10,Networking,46960,46960,10,"Redshanks, Roger",2858,8/25/2002,Expansions
CloudLite Server Pro 9100 - Charles Schwab -  Opp E058,Charles Schwab Opp E058 - SP 5.6,Opp725,9100,CloudLite Server Pro 9100,Storage,72500,72500,9100,"Redshanks, Roger",2858,8/14/2025,Expansions
CloudLite Server Pro 8200 - Visa -  Opp A024,Visa Opp A024 - SP Att,Opp1099,8200,CloudLite Server Pro 8200,Storage,13874.06807,13874.06807,8200,"Redshanks, Roger",15352,8/20/2025,Expansions
LockDown Individual - Visa -  Opp A024,Visa Opp A024 - UPG,Opp1099,0,LockDown Individual,Services,72480.4934,72480.4934,453,"Redshanks, Roger",15352,8/20/2025,Expansions
FastSnap Intro Package - Visa -  Opp A024,Visa Opp A024 - INST,Opp1099,0,FastSnap Intro Package,Cloud,23545.43853,23545.43853,130,"Redshanks, Roger",15352,8/20/2025,Expansions
FastSnap Intro Package - Visa -  Opp B017,Visa Opp B017 - INST,Opp1100,0,FastSnap Intro Package,Cloud,110000,110000,150,"Redshanks, Roger",15352,8/26/2025,New Business
LockDown Intro Package - Visa -  Opp C056,Visa Opp C056 - ADD,Opp1101,0,LockDown Intro Package,Services,27778.57273,27778.57273,174,"Redshanks, Roger",15352,8/24/2025,New Business
FastSnap Intro Package - Visa -  Opp C056,Visa Opp C056 - INST,Opp1101,0,FastSnap Intro Package,Cloud,36160.02397,36160.02397,120,"Redshanks, Roger",15352,8/24/2025,New Business
SlimLite Tablet 10 - Visa -  Opp C056,Visa Opp C056 - HP 2.5,Opp1101,10,SlimLite Tablet 10,Networking,46161.40331,46161.40331,10,"Redshanks, Roger",15352,8/24/2025,New Business
FastOffice Scanner D2400 - Visa -  Opp D084,Visa Opp D084 - SOLAR H,Opp1102,2400,FastOffice Scanner D2400,Servers,110200,110200,2400,"Redshanks, Roger",15352,10/25/2002,New Business
CloudLite Server Pro 8200 - Visa -  Opp A008,Visa Opp A008 - SP Att,Opp174,8200,CloudLite Server Pro 8200,Storage,17400,17400,8200,"Redshanks, Roger",15352,8/26/2025,New Business
SlimLite Tablet 9 - Visa -  Opp B015,Visa Opp B015 - HP Att,Opp312,9,SlimLite Tablet 9,Networking,24513.79738,24513.79738,9,"Redshanks, Roger",15352,8/23/2025,New Business
CloudLite Server Pro 9440 - Visa -  Opp B015,Visa Opp B015 - SP 5.5,Opp312,9440,CloudLite Server Pro 9440,Storage,5846.311566,5846.311566,9440,"Redshanks, Roger",15352,8/23/2025,New Business
CloudLite Server Pro 9100 - Visa -  Opp B015,Visa Opp B015 - SP 5.6,Opp312,9100,CloudLite Server Pro 9100,Storage,839.8910584,839.8910584,9100,"Redshanks, Roger",15352,8/23/2025,New Business
LockDown Intro Package - Visa -  Opp C028,Visa Opp C028 - ADD,Opp450,0,LockDown Intro Package,Services,45000,45000,281,"Redshanks, Roger",15352,9/13/2025,Expansions
CloudLite Server Pro 8200 - Visa -  Opp D047,Visa Opp D047 - SP Att,Opp588,8200,CloudLite Server Pro 8200,Storage,235200,235200,8200,"Redshanks, Roger",15352,8/26/2025,Expansions
CloudLite Server Pro 8200 - Visa -  Opp E059,Visa Opp E059 - SP Att,Opp726,8200,CloudLite Server Pro 8200,Storage,37985.70889,37985.70889,8200,"Redshanks, Roger",15352,9/14/2025,Expansions
FastOffice Scanner D2400 - Visa -  Opp E059,Visa Opp E059 - SOLAR H,Opp726,2400,FastOffice Scanner D2400,Servers,19070.12654,19070.12654,2400,"Redshanks, Roger",15352,9/14/2025,Expansions
FastOffice Scanner D2200 - Visa -  Opp E059,Visa Opp E059 - SOLAR M,Opp726,2200,FastOffice Scanner D2200,Servers,15544.16457,15544.16457,2200,"Redshanks, Roger",15352,9/14/2025,Expansions
CloudLite Server Pro 9100 - URS -  Opp A009,URS Opp A009 - SP 5.6,Opp175,9100,CloudLite Server Pro 9100,Storage,17500,17500,9100,"Redshanks, Roger",15079,8/28/2025,Expansions
SlimLite Tablet 10x - URS -  Opp B016,URS Opp B016 - HP 3.5,Opp313,10,SlimLite Tablet 10x,Networking,31300,31300,10,"Redshanks, Roger",15079,12/25/2002,Expansions
LockDown Intro Package - URS -  Opp C029,URS Opp C029 - ADD,Opp451,0,LockDown Intro Package,Services,40754.38571,40754.38571,255,"Redshanks, Roger",15079,8/22/2025,New Business
CloudLite Server Pro 9100 - URS -  Opp C029,URS Opp C029 - SP 5.6,Opp451,9100,CloudLite Server Pro 9100,Storage,1013.816682,1013.816682,9100,"Redshanks, Roger",15079,8/22/2025,New Business
SlimLite Tablet 11 - URS -  Opp C029,URS Opp C029 - HP 4.5,Opp451,11,SlimLite Tablet 11,Networking,3331.79761,3331.79761,11,"Redshanks, Roger",15079,8/22/2025,New Business
SlimLite Tablet 11 - URS -  Opp D048,URS Opp D048 - HP 4.5,Opp589,11,SlimLite Tablet 11,Networking,6779.183084,6779.183084,11,"Redshanks, Roger",15079,9/18/2025,Expansions
SlimLite Tablet 10x - URS -  Opp D048,URS Opp D048 - HP 3.5,Opp589,10,SlimLite Tablet 10x,Networking,49593.27376,49593.27376,10,"Redshanks, Roger",15079,9/18/2025,Expansions
CloudLite Server Pro 8200 - URS -  Opp D048,URS Opp D048 - SP Att,Opp589,8200,CloudLite Server Pro 8200,Storage,2527.543151,2527.543151,8200,"Redshanks, Roger",15079,9/18/2025,Expansions
SlimLite Tablet 10 - URS -  Opp E060,URS Opp E060 - HP 2.5,Opp727,10,SlimLite Tablet 10,Networking,72700,72700,10,"Redshanks, Roger",15079,8/22/2025,New Business
LockDown Individual - Visa -  Opp D1437,Visa Opp D1437 - UPG,OppD1437,0,LockDown Individual,Services,294633.4522,294633.4522,1841,"Redshanks, Roger",15352,11/20/2025,Expansions
SlimLite Tablet 11 - Visa -  Opp D1437,Visa Opp D1437 - HP 4.5,OppD1437,11,SlimLite Tablet 11,Networking,45061.23752,45061.23752,11,"Redshanks, Roger",15352,11/20/2025,Expansions
FastSnap Intro Package - Visa -  Opp D1437,Visa Opp D1437 - INST,OppD1437,0,FastSnap Intro Package,Cloud,18305.31026,18305.31026,140,"Redshanks, Roger",15352,11/20/2025,Expansions
SlimLite Tablet 10 - Visa -  Opp D1438,Visa Opp D1438 - HP 2.5,OppD1438,10,SlimLite Tablet 10,Networking,381000,381000,10,"Redshanks, Roger",15352,11/26/2025,New Business
SlimLite Tablet 9 - Visa -  Opp D1439,Visa Opp D1439 - HP Att,OppD1439,9,SlimLite Tablet 9,Networking,45211.10379,45211.10379,9,"Redshanks, Roger",15352,11/24/2025,New Business
SlimLite Tablet 10x - Visa -  Opp D1439,Visa Opp D1439 - HP 3.5,OppD1439,10,SlimLite Tablet 10x,Networking,120524.0406,120524.0406,10,"Redshanks, Roger",15352,11/24/2025,New Business
CloudLite Server Pro 8200 - Visa -  Opp D1439,Visa Opp D1439 - SP Att,OppD1439,8200,CloudLite Server Pro 8200,Storage,193264.8556,193264.8556,8200,"Redshanks, Roger",15352,11/24/2025,New Business
CloudLite Server Pro 9100 - Visa -  Opp D1440,Visa Opp D1440 - SP 5.6,OppD1440,9100,CloudLite Server Pro 9100,Storage,359000,359000,9100,"Redshanks, Roger",15352,10/25/2005,New Business
CloudLite Server Pro 9440 - URS -  Opp D1441,URS Opp D1441 - SP 5.5,OppD1441,9440,CloudLite Server Pro 9440,Storage,371000,371000,9440,"Redshanks, Roger",15079,11/22/2025,New Business
CloudLite Server Pro 8200 - Clorox -  Opp E231,Clorox Opp E231 - SP Att,OppE231,8200,CloudLite Server Pro 8200,Storage,65000,65000,8200,"Redshanks, Roger",3327,10/25/2005,Expansions
FastSnap Intro Package - Clorox -  Opp E232,Clorox Opp E232 - INST,OppE232,0,FastSnap Intro Package,Cloud,108000,108000,150,"Redshanks, Roger",3327,10/17/2025,Expansions
FastSnap Intro Package - Clorox -  Opp E233,Clorox Opp E233 - INST,OppE233,0,FastSnap Intro Package,Cloud,190000,190000,110,"Redshanks, Roger",3327,10/23/2025,Expansions
CloudLite Server Pro 9100 - Clorox -  Opp E234,Clorox Opp E234 - SP 5.6,OppE234,9100,CloudLite Server Pro 9100,Storage,204000,204000,9100,"Redshanks, Roger",3327,10/28/2025,Expansions
CloudLite Server Pro 9440 - Clorox -  Opp E235,Clorox Opp E235 - SP 5.5,OppE235,9440,CloudLite Server Pro 9440,Storage,324000,324000,9440,"Redshanks, Roger",3327,4/25/2005,New Business
CloudLite Server Pro 9440 - Charles Schwab -  Opp E236,Charles Schwab Opp E236 - SP 5.5,OppE236,9440,CloudLite Server Pro 9440,Storage,73000,73000,9440,"Redshanks, Roger",2858,10/25/2005,New Business
SlimLite Tablet 11 - Charles Schwab -  Opp E237,Charles Schwab Opp E237 - HP 4.5,OppE237,11,SlimLite Tablet 11,Networking,139000,139000,11,"Redshanks, Roger",2858,11/16/2025,New Business
FastSnap Individual - Charles Schwab -  Opp E238,Charles Schwab Opp E238 - MTC,OppE238,0,FastSnap Individual,Cloud,79877.07566,79877.07566,120,"Redshanks, Roger",2858,2/25/2005,Expansions
SlimLite Tablet 11 - Charles Schwab -  Opp E238,Charles Schwab Opp E238 - HP 4.5,OppE238,11,SlimLite Tablet 11,Networking,15739.61921,15739.61921,11,"Redshanks, Roger",2858,2/25/2005,Expansions
LockDown Individual - Charles Schwab -  Opp E238,Charles Schwab Opp E238 - UPG,OppE238,0,LockDown Individual,Services,105383.3051,105383.3051,659,"Redshanks, Roger",2858,2/25/2005,Expansions
FastOffice Scanner D2400 - Charles Schwab -  Opp E239,Charles Schwab Opp E239 - SOLAR H,OppE239,2400,FastOffice Scanner D2400,Servers,223000,223000,2400,"Redshanks, Roger",2858,8/25/2005,Expansions
LockDown Individual - Charles Schwab -  Opp E240,Charles Schwab Opp E240 - UPG,OppE240,0,LockDown Individual,Services,276000,276000,1725,"Redshanks, Roger",2858,11/14/2025,Expansions
LockDown Individual - Visa -  Opp E241,Visa Opp E241 - UPG,OppE241,0,LockDown Individual,Services,51302.69099,51302.69099,321,"Redshanks, Roger",15352,11/26/2025,New Business
SlimLite Tablet 11 - Visa -  Opp E241,Visa Opp E241 - HP 4.5,OppE241,11,SlimLite Tablet 11,Networking,3072.655716,3072.655716,11,"Redshanks, Roger",15352,11/26/2025,New Business
SlimLite Tablet 10x - Visa -  Opp E241,Visa Opp E241 - HP 3.5,OppE241,10,SlimLite Tablet 10x,Networking,11624.65329,11624.65329,10,"Redshanks, Roger",15352,11/26/2025,New Business
SlimLite Tablet 9 - Visa -  Opp E242,Visa Opp E242 - HP Att,OppE242,9,SlimLite Tablet 9,Networking,119000,119000,9,"Redshanks, Roger",15352,11/23/2025,New Business
CloudLite Server Pro 8200 - Visa -  Opp E243,Visa Opp E243 - SP Att,OppE243,8200,CloudLite Server Pro 8200,Storage,171000,171000,8200,"Redshanks, Roger",15352,6/13/2025,Expansions
CloudLite Server Pro 9440 - Visa -  Opp E244,Visa Opp E244 - SP 5.5,OppE244,9440,CloudLite Server Pro 9440,Storage,223000,223000,9440,"Redshanks, Roger",15352,11/26/2025,Expansions
FastSnap Individual - Visa -  Opp E245,Visa Opp E245 - MTC,OppE245,0,FastSnap Individual,Cloud,325000,325000,140,"Redshanks, Roger",15352,6/14/2025,Expansions
SlimLite Tablet 10x - URS -  Opp E246,URS Opp E246 - HP 3.5,OppE246,10,SlimLite Tablet 10x,Networking,78000,78000,10,"Redshanks, Roger",15079,11/28/2025,Expansions
LockDown Individual - URS -  Opp E247,URS Opp E247 - UPG,OppE247,0,LockDown Individual,Services,109000,109000,681,"Redshanks, Roger",15079,12/25/2005,Expansions
FastSnap Intro Package - URS -  Opp E248,URS Opp E248 - INST,OppE248,0,FastSnap Intro Package,Cloud,171000,171000,150,"Redshanks, Roger",15079,11/22/2025,New Business
LockDown Intro Package - URS -  Opp E249,URS Opp E249 - ADD,OppE249,0,LockDown Intro Package,Services,142882.5225,142882.5225,893,"Redshanks, Roger",15079,6/18/2025,Expansions
FastOffice Scanner D2400 - URS -  Opp E249,URS Opp E249 - SOLAR H,OppE249,2400,FastOffice Scanner D2400,Servers,94964.11643,94964.11643,2400,"Redshanks, Roger",15079,6/18/2025,Expansions
CloudLite Server Pro 8200 - URS -  Opp E249,URS Opp E249 - SP Att,OppE249,8200,CloudLite Server Pro 8200,Storage,12153.36111,12153.36111,8200,"Redshanks, Roger",15079,6/18/2025,Expansions
SlimLite Tablet 9 - Ross Stores -  Opp A004,Ross Stores Opp A004 - HP Att,Opp170,9,SlimLite Tablet 9,Networking,10851.98841,10851.98841,9,"Martinez, Tom",12023,2/14/2025,Expansions
CloudLite Server Pro 9100 - Ross Stores -  Opp A004,Ross Stores Opp A004 - SP 5.6,Opp170,9100,CloudLite Server Pro 9100,Storage,6148.011593,6148.011593,9100,"Martinez, Tom",12023,2/14/2025,Expansions
SlimLite Tablet 9 - Ross Stores -  Opp B011,Ross Stores Opp B011 - HP Att,Opp308,9,SlimLite Tablet 9,Networking,30800,30800,9,"Martinez, Tom",12023,8/20/2025,Expansions
CloudLite Server Pro 9440 - Ross Stores -  Opp C024,Ross Stores Opp C024 - SP 5.5,Opp446,9440,CloudLite Server Pro 9440,Storage,44600,44600,9440,"Martinez, Tom",12023,8/26/2025,New Business
LockDown Individual - Ross Stores -  Opp D043,Ross Stores Opp D043 - UPG,Opp584,0,LockDown Individual,Services,38923.98039,38923.98039,243,"Martinez, Tom",12023,1/25/2003,New Business
SlimLite Tablet 11 - Ross Stores -  Opp D043,Ross Stores Opp D043 - HP 4.5,Opp584,11,SlimLite Tablet 11,Networking,1085.439331,1085.439331,11,"Martinez, Tom",12023,1/25/2003,New Business
LockDown Intro Package - Ross Stores -  Opp D043,Ross Stores Opp D043 - ADD,Opp584,0,LockDown Intro Package,Services,18390.58028,18390.58028,115,"Martinez, Tom",12023,1/25/2003,New Business
SlimLite Tablet 11 - Ross Stores -  Opp E055,Ross Stores Opp E055 - HP 4.5,Opp722,11,SlimLite Tablet 11,Networking,72200,72200,11,"Martinez, Tom",12023,9/13/2025,Expansions
SlimLite Tablet 11 - Ross Stores -  Opp D1442,Ross Stores Opp D1442 - HP 4.5,OppD1442,11,SlimLite Tablet 11,Networking,55000,55000,11,"Martinez, Tom",12023,5/14/2025,Expansions
CloudLite Server Pro 9100 - Ross Stores -  Opp D1443,Ross Stores Opp D1443 - SP 5.6,OppD1443,9100,CloudLite Server Pro 9100,Storage,157000,157000,9100,"Martinez, Tom",12023,11/20/2025,Expansions
SlimLite Tablet 9 - Ross Stores -  Opp D1444,Ross Stores Opp D1444 - HP Att,OppD1444,9,SlimLite Tablet 9,Networking,174566.1199,174566.1199,9,"Martinez, Tom",12023,11/26/2025,New Business
FastSnap Individual - Ross Stores -  Opp D1444,Ross Stores Opp D1444 - MTC,OppD1444,0,FastSnap Individual,Cloud,53433.88008,53433.88008,110,"Martinez, Tom",12023,11/26/2025,New Business
SlimLite Tablet 10 - Ross Stores -  Opp D1445,Ross Stores Opp D1445 - HP 2.5,OppD1445,10,SlimLite Tablet 10,Networking,190000,190000,10,"Martinez, Tom",12023,1/25/2006,New Business
FastSnap Individual - Ross Stores -  Opp D1446,Ross Stores Opp D1446 - MTC,OppD1446,0,FastSnap Individual,Cloud,368000,368000,100,"Martinez, Tom",12023,6/13/2025,Expansions
CloudLite Server Pro 9440 - Nike -  Opp A010,Nike Opp A010 - SP 5.5,Opp176,9440,CloudLite Server Pro 9440,Storage,14080,14080,9440,"Ireman, Val",10210,1/13/2025,New Business
CloudLite Server Pro 8200 - Nike -  Opp B017,Nike Opp B017 - SP Att,Opp314,8200,CloudLite Server Pro 8200,Storage,25120,25120,8200,"Ireman, Val",10210,1/19/2025,New Business
SlimLite Tablet 10x - Nike -  Opp C030,Nike Opp C030 - HP 3.5,Opp452,10,SlimLite Tablet 10x,Networking,36160,36160,10,"Ireman, Val",10210,1/25/2025,Expansions
SlimLite Tablet 9 - Nike -  Opp D049,Nike Opp D049 - HP Att,Opp590,9,SlimLite Tablet 9,Networking,29699.92149,29699.92149,9,"Ireman, Val",10210,7/19/2025,New Business
FastOffice Scanner D2200 - Nike -  Opp D049,Nike Opp D049 - SOLAR M,Opp590,2200,FastOffice Scanner D2200,Servers,17500.07851,17500.07851,2200,"Ireman, Val",10210,7/19/2025,New Business
CloudLite Server Pro 9440 - Nike -  Opp E061,Nike Opp E061 - SP 5.5,Opp728,9440,CloudLite Server Pro 9440,Storage,48059.81786,48059.81786,9440,"Ireman, Val",10210,7/25/2025,Expansions
LockDown Individual - Nike -  Opp E061,Nike Opp E061 - UPG,Opp728,0,LockDown Individual,Services,10180.18214,10180.18214,64,"Ireman, Val",10210,7/25/2025,Expansions
CloudLite Server Pro 9100 - Precision Castparts -  Opp A011,Precision Castparts Opp A011 - SP 5.6,Opp177,9100,CloudLite Server Pro 9100,Storage,14160,14160,9100,"Ireman, Val",11334,1/31/2025,New Business
SlimLite Tablet 11 - Precision Castparts -  Opp B018,Precision Castparts Opp B018 - HP 4.5,Opp315,11,SlimLite Tablet 11,Networking,25200,25200,11,"Ireman, Val",11334,6/25/2002,New Business
LockDown Individual - Precision Castparts -  Opp C031,Precision Castparts Opp C031 - UPG,Opp453,0,LockDown Individual,Services,45300,45300,283,"Ireman, Val",11334,12/25/2002,New Business
FastOffice Scanner D2200 - Precision Castparts -  Opp D050,Precision Castparts Opp D050 - SOLAR M,Opp591,2200,FastOffice Scanner D2200,Servers,47280,47280,2200,"Ireman, Val",11334,7/19/2025,New Business
CloudLite Server Pro 8200 - Precision Castparts -  Opp E062,Precision Castparts Opp E062 - SP Att,Opp729,8200,CloudLite Server Pro 8200,Storage,19925.02382,19925.02382,8200,"Ireman, Val",11334,7/25/2025,Expansions
SlimLite Tablet 11 - Precision Castparts -  Opp E062,Precision Castparts Opp E062 - HP 4.5,Opp729,11,SlimLite Tablet 11,Networking,8627.262396,8627.262396,11,"Ireman, Val",11334,7/25/2025,Expansions
CloudLite Server Pro 9440 - Precision Castparts -  Opp E062,Precision Castparts Opp E062 - SP 5.5,Opp729,9440,CloudLite Server Pro 9440,Storage,29767.71378,29767.71378,9440,"Ireman, Val",11334,7/25/2025,Expansions
FastSnap Individual - Micron Technology -  Opp A012,Micron Technology Opp A012 - MTC,Opp178,0,FastSnap Individual,Cloud,14240,14240,104,"Ireman, Val",9454,1/31/2025,New Business
LockDown Intro Package - Micron Technology -  Opp B019,Micron Technology Opp B019 - ADD,Opp316,0,LockDown Intro Package,Services,16569.48894,16569.48894,104,"Ireman, Val",9454,6/25/2002,New Business
SlimLite Tablet 10 - Micron Technology -  Opp B019,Micron Technology Opp B019 - HP 2.5,Opp316,10,SlimLite Tablet 10,Networking,1350.738684,1350.738684,10,"Ireman, Val",9454,6/25/2002,New Business
CloudLite Server Pro 9100 - Micron Technology -  Opp B019,Micron Technology Opp B019 - SP 5.6,Opp316,9100,CloudLite Server Pro 9100,Storage,7359.772377,7359.772377,9100,"Ireman, Val",9454,6/25/2002,New Business
LockDown Individual - Micron Technology -  Opp C032,Micron Technology Opp C032 - UPG,Opp454,0,LockDown Individual,Services,45400,45400,284,"Ireman, Val",9454,12/25/2002,Expansions
FastOffice Scanner D2200 - Micron Technology -  Opp D051,Micron Technology Opp D051 - SOLAR M,Opp592,2200,FastOffice Scanner D2200,Servers,47360,47360,2200,"Ireman, Val",9454,7/29/2025,New Business
SlimLite Tablet 11 - Micron Technology -  Opp E063,Micron Technology Opp E063 - HP 4.5,Opp730,11,SlimLite Tablet 11,Networking,58400,58400,11,"Ireman, Val",9454,4/25/2002,Expansions
FastSnap Individual - Huntsman -  Opp A013,Huntsman Opp A013 - MTC,Opp179,0,FastSnap Individual,Cloud,17900,17900,160,"Ireman, Val",243,12/25/2002,Expansions
SlimLite Tablet 11 - Huntsman -  Opp B020,Huntsman Opp B020 - HP 4.5,Opp317,11,SlimLite Tablet 11,Networking,31700,31700,11,"Ireman, Val",243,8/22/2025,Expansions
LockDown Intro Package - Huntsman -  Opp C033,Huntsman Opp C033 - ADD,Opp455,0,LockDown Intro Package,Services,45500,45500,284,"Ireman, Val",243,9/18/2025,New Business
CloudLite Server Pro 8200 - Huntsman -  Opp D052,Huntsman Opp D052 - SP Att,Opp593,8200,CloudLite Server Pro 8200,Storage,15818.37561,15818.37561,8200,"Ireman, Val",243,2/28/2025,New Business
FastOffice Scanner D2400 - Huntsman -  Opp D052,Huntsman Opp D052 - SOLAR H,Opp593,2400,FastOffice Scanner D2400,Servers,41624.19711,41624.19711,2400,"Ireman, Val",243,2/28/2025,New Business
SlimLite Tablet 11 - Huntsman -  Opp D052,Huntsman Opp D052 - HP 4.5,Opp593,11,SlimLite Tablet 11,Networking,1857.427279,1857.427279,11,"Ireman, Val",243,2/28/2025,New Business
FastSnap Individual - Huntsman -  Opp E064,Huntsman Opp E064 - MTC,Opp731,0,FastSnap Individual,Cloud,73100,73100,120,"Ireman, Val",243,2/13/2025,Expansions
LockDown Intro Package - Arrow Electronics -  Opp A028,Arrow Electronics Opp A028 - ADD,Opp1103,0,LockDown Intro Package,Services,110300,110300,689,"Ireman, Val",1074,10/25/2002,New Business
FastOffice Scanner D2200 - Arrow Electronics -  Opp A014,Arrow Electronics Opp A014 - SOLAR M,Opp180,2200,FastOffice Scanner D2200,Servers,13579.99146,13579.99146,2200,"Ireman, Val",1074,8/17/2025,New Business
CloudLite Server Pro 8200 - Arrow Electronics -  Opp A014,Arrow Electronics Opp A014 - SP Att,Opp180,8200,CloudLite Server Pro 8200,Storage,2209.815522,2209.815522,8200,"Ireman, Val",1074,8/17/2025,New Business
CloudLite Server Pro 9440 - Arrow Electronics -  Opp A014,Arrow Electronics Opp A014 - SP 5.5,Opp180,9440,CloudLite Server Pro 9440,Storage,2210.193013,2210.193013,9440,"Ireman, Val",1074,8/17/2025,New Business
